X,Y,Profundidade,Rugosidade,Z,Nó
698623.4851,7461174.419,-0.963,0.02,0.963,3000
698635.7426,7461145.21,-0.9722,0.02,0.9722,3001
698651.0147,7461176.081,-1.033,0.02,1.033,3002
698678.5443,7461177.742,-1.1025,0.02,1.1025,3003
698662.5097,7461145.795,-1.0407,0.02,1.0407,3004
698689.277,7461146.381,-1.0966,0.02,1.0966,3005
698440,7461115,-0.2904,0.02,0.2904,3006
698461.5,7461093,-0.3776,0.02,0.3776,3007
698416,7461091.5,-0.159,0.02,0.159,3008
698439.75,7461071.5,-0.2683,0.02,0.2683,3009
698507.5,7461085,-0.5437,0.02,0.5437,3010
698525.25,7461064.25,-0.6006,0.02,0.6006,3011
698483,7461071,-0.4476,0.02,0.4476,3012
698463.5,7461051.5,-0.3741,0.02,0.3741,3013
698503,7461051.5,-0.5192,0.02,0.5192,3014
698485.5,7461034,-0.4569,0.02,0.4569,3015
698392,7461068,-0.023,0.02,0.023,3016
698376,7461038.5,0.07,0.02,-0.07,3017
698418,7461050,-0.152,0.02,0.152,3018
698403.5,7461023.25,-0.0726,0.02,0.0726,3019
698360,7461009,0.1652,0.02,-0.1652,3020
698389,7460996.5,-0.0027,0.02,0.0027,3021
698354,7460974.5,0.1814,0.02,-0.1814,3022
698384.75,7460965.25,-0.0028,0.02,0.0028,3023
698348,7460940,0.1922,0.02,-0.1922,3024
698380.5,7460934,-0.0154,0.02,0.0154,3025
698353.5,7460903,0.1169,0.02,-0.1169,3026
698386.5,7460900.25,-0.1146,0.02,0.1146,3027
698359,7460866,-0.0784,0.02,0.0784,3028
698379.1637,7460830.361,-0.5029,0.02,0.5029,3029
698392.5,7460866.5,-0.3234,0.02,0.3234,3030
698399.3274,7460794.721,-0.9146,0.02,0.9146,3031
698410.3319,7460832.43,-0.6781,0.02,0.6781,3032
698428.1637,7460798.361,-0.9995,0.02,0.9995,3033
698532,7461099,-0.6396,0.02,0.6396,3034
698547.5,7461077,-0.6878,0.02,0.6878,3035
698559,7461108,-0.7426,0.02,0.7426,3036
698572.75,7461085,-0.7764,0.02,0.7764,3037
698586,7461117,-0.824,0.02,0.824,3038
698598,7461093,-0.8433,0.02,0.8433,3039
698617,7461116.5,-0.9034,0.02,0.9034,3040
698628,7461091.25,-0.9179,0.02,0.9179,3041
698648,7461116,-0.9828,0.02,0.9828,3042
698674.0048,7461115.51,-1.0494,0.02,1.0494,3043
698658,7461089.5,-0.9922,0.02,0.9922,3044
698700.0096,7461115.02,-1.0905,0.02,1.0905,3045
698683.129,7461088.193,-1.0492,0.02,1.0492,3046
698708.2581,7461086.886,-1.0824,0.02,1.0824,3047
698586.5,7461062,-0.8011,0.02,0.8011,3048
698598.25,7461043.25,-0.8311,0.02,0.8311,3049
698444,7461032,-0.2888,0.02,0.2888,3050
698468,7461016.5,-0.3952,0.02,0.3952,3051
698431,7461008,-0.2226,0.02,0.2226,3052
698455.5,7460995,-0.3719,0.02,0.3719,3053
698563,7461055,-0.7396,0.02,0.7396,3054
698578,7461036,-0.7813,0.02,0.7813,3055
698543,7461043.5,-0.6666,0.02,0.6666,3056
698559.25,7461025,-0.7268,0.02,0.7268,3057
698523,7461032,-0.5941,0.02,0.5941,3058
698507.5,7461016.5,-0.5389,0.02,0.5389,3059
698540.5,7461014,-0.659,0.02,0.659,3060
698525.5,7460999.25,-0.6247,0.02,0.6247,3061
698492,7461001,-0.498,0.02,0.498,3062
698510.5,7460984.5,-0.5948,0.02,0.5948,3063
698480,7460982,-0.4832,0.02,0.4832,3064
698498.25,7460970.75,-0.5712,0.02,0.5712,3065
698418,7460984,-0.1772,0.02,0.1772,3066
698443,7460973.5,-0.3326,0.02,0.3326,3067
698415.5,7460956,-0.193,0.02,0.193,3068
698441.75,7460948.5,-0.3648,0.02,0.3648,3069
698413,7460928,-0.2279,0.02,0.2279,3070
698440.5,7460923.5,-0.4103,0.02,0.4103,3071
698419.5,7460897.5,-0.35,0.02,0.35,3072
698447.75,7460895.5,-0.5523,0.02,0.5523,3073
698426,7460867,-0.5678,0.02,0.5678,3074
698455,7460867.5,-0.7737,0.02,0.7737,3075
698441.5,7460834.5,-0.863,0.02,0.863,3076
698457,7460802,-1.0809,0.02,1.0809,3077
698469.25,7460838,-0.9505,0.02,0.9505,3078
698483.5,7460808.5,-1.0714,0.02,1.0714,3079
698610,7461069,-0.8615,0.02,0.8615,3080
698668,7461063,-1.0005,0.02,1.0005,3081
698618.5,7461050.5,-0.8805,0.02,0.8805,3082
698673,7461036,-1.0171,0.02,1.0171,3083
698639,7461066,-0.9311,0.02,0.9311,3084
698692.2533,7461060.876,-1.0449,0.02,1.0449,3085
698716.5065,7461058.751,-1.0769,0.02,1.0769,3086
698645.75,7461043.25,-0.9486,0.02,0.9486,3087
698698.773,7461032.647,-1.0558,0.02,1.0558,3088
698724.5459,7461029.295,-1.0867,0.02,1.0867,3089
698627,7461032,-0.9034,0.02,0.9034,3090
698610,7461024.5,-0.8617,0.02,0.8617,3091
698652.5,7461020.5,-0.9683,0.02,0.9683,3092
698631.75,7461010.75,-0.9175,0.02,0.9175,3093
698593,7461017,-0.8197,0.02,0.8197,3094
698611,7461001,-0.8775,0.02,0.8775,3095
698575.5,7461006.5,-0.7831,0.02,0.7831,3096
698592.5,7460989.5,-0.8526,0.02,0.8526,3097
698468,7460963,-0.4657,0.02,0.4657,3098
698468,7460941,-0.5106,0.02,0.5106,3099
698486,7460957,-0.5457,0.02,0.5457,3100
698489,7460937.5,-0.6001,0.02,0.6001,3101
698558,7460996,-0.7514,0.02,0.7514,3102
698574,7460978,-0.8347,0.02,0.8347,3103
698543.5,7460982,-0.7245,0.02,0.7245,3104
698558,7460964.25,-0.8155,0.02,0.8155,3105
698529,7460968,-0.6952,0.02,0.6952,3106
698504,7460951,-0.6296,0.02,0.6296,3107
698542,7460950.5,-0.78,0.02,0.78,3108
698516.5,7460959.5,-0.6617,0.02,0.6617,3109
698510,7460934,-0.6891,0.02,0.6891,3110
698526,7460942.25,-0.7341,0.02,0.7341,3111
698468,7460919,-0.5601,0.02,0.5601,3112
698492,7460918,-0.6541,0.02,0.6541,3113
698476,7460893.5,-0.6816,0.02,0.6816,3114
698500.75,7460894.5,-0.7604,0.02,0.7604,3115
698484,7460868,-0.8394,0.02,0.8394,3116
698509.5,7460871,-0.8875,0.02,0.8875,3117
698497,7460841.5,-0.9782,0.02,0.9782,3118
698510,7460815,-1.0706,0.02,1.0706,3119
698521.75,7460846.25,-1.0029,0.02,1.0029,3120
698534,7460821.5,-1.076,0.02,1.076,3121
698705.2927,7461004.419,-1.0655,0.02,1.0655,3122
698732.5853,7460999.838,-1.0951,0.02,1.0951,3123
698710.8358,7460985.952,-1.073,0.02,1.073,3124
698735.1716,7460984.404,-1.0978,0.02,1.0978,3125
698716.379,7460967.485,-1.0798,0.02,1.0798,3126
698737.7579,7460968.969,-1.1003,0.02,1.1003,3127
698719.0415,7460955.338,-1.0834,0.02,1.0834,3128
698737.7579,7460959.703,-1.1001,0.02,1.1001,3129
698721.7041,7460943.192,-1.0893,0.02,1.0893,3130
698737.7579,7460950.436,-1.1017,0.02,1.1017,3131
698722.4131,7460930.532,-1.0935,0.02,1.0935,3132
698735.7861,7460937.323,-1.1032,0.02,1.1032,3133
698723.1221,7460917.872,-1.0977,0.02,1.0977,3134
698733.8143,7460924.21,-1.1048,0.02,1.1048,3135
698724.5908,7460907.736,-1.1017,0.02,1.1017,3136
698733.3809,7460915.333,-1.1067,0.02,1.1067,3137
698726.0595,7460897.6,-1.1062,0.02,1.1062,3138
698732.9474,7460906.456,-1.1086,0.02,1.1086,3139
698678,7461009,-1.0341,0.02,1.0341,3140
698686.5,7460987.5,-1.0479,0.02,1.0479,3141
698653.5,7460997,-0.9803,0.02,0.9803,3142
698663.5,7460977.25,-1.0121,0.02,1.0121,3143
698629,7460985,-0.9364,0.02,0.9364,3144
698640.5,7460967,-0.9754,0.02,0.9754,3145
698609.5,7460972.5,-0.9124,0.02,0.9124,3146
698621.5,7460954.25,-0.9561,0.02,0.9561,3147
698590,7460960,-0.8965,0.02,0.8965,3148
698516,7460917,-0.748,0.02,0.748,3149
698555,7460933,-0.8655,0.02,0.8655,3150
698602.5,7460941.5,-0.9442,0.02,0.9442,3151
698568,7460910.5,-0.9546,0.02,0.9546,3152
698525.5,7460895.5,-0.8412,0.02,0.8412,3153
698572.5,7460946.5,-0.8925,0.02,0.8925,3154
698535.5,7460925,-0.8063,0.02,0.8063,3155
698585.25,7460926,-0.9457,0.02,0.9457,3156
698546.75,7460903,-0.8943,0.02,0.8943,3157
698535,7460874,-0.9416,0.02,0.9416,3158
698546.5,7460851,-1.0336,0.02,1.0336,3159
698558,7460828,-1.0893,0.02,1.0893,3160
698558,7460881,-0.9858,0.02,0.9858,3161
698566.5,7460856.5,-1.0571,0.02,1.0571,3162
698575,7460832,-1.0944,0.02,1.0944,3163
698695,7460966,-1.0596,0.02,1.0596,3164
698700.3252,7460950.974,-1.0678,0.02,1.0678,3165
698673.5,7460957.5,-1.0373,0.02,1.0373,3166
698681.4126,7460941.987,-1.0542,0.02,1.0542,3167
698705.6503,7460935.948,-1.0775,0.02,1.0775,3168
698709.0401,7460923.741,-1.0843,0.02,1.0843,3169
698689.3251,7460926.474,-1.0669,0.02,1.0669,3170
698694.8811,7460914.133,-1.0759,0.02,1.0759,3171
698712.4298,7460911.533,-1.0909,0.02,1.0909,3172
698700.4371,7460901.792,-1.0849,0.02,1.0849,3173
698715.8007,7460900.139,-1.0974,0.02,1.0974,3174
698719.1715,7460888.744,-1.1044,0.02,1.1044,3175
698705.9209,7460891.115,-1.0937,0.02,1.0937,3176
698711.4049,7460880.438,-1.1022,0.02,1.1022,3177
698652,7460949,-1.0086,0.02,1.0086,3178
698662.5,7460933,-1.0344,0.02,1.0344,3179
698633.5,7460936,-0.9937,0.02,0.9937,3180
698646,7460921,-1.0231,0.02,1.0231,3181
698615,7460923,-0.9853,0.02,0.9853,3182
698598,7460905.5,-0.9918,0.02,0.9918,3183
698629.5,7460909,-1.0172,0.02,1.0172,3184
698615.25,7460893.25,-1.0238,0.02,1.0238,3185
698581,7460888,-1.0067,0.02,1.0067,3186
698601,7460877.5,-1.0364,0.02,1.0364,3187
698586.5,7460862,-1.0541,0.02,1.0541,3188
698592,7460836,-1.0918,0.02,1.0918,3189
698602,7460855,-1.0704,0.02,1.0704,3190
698603,7460832.5,-1.0974,0.02,1.0974,3191
698673,7460917,-1.0556,0.02,1.0556,3192
698680.7222,7460904.525,-1.0683,0.02,1.0683,3193
698658.5,7460906,-1.0473,0.02,1.0473,3194
698668.8611,7460893.763,-1.0647,0.02,1.0647,3195
698688.4443,7460892.05,-1.0804,0.02,1.0804,3196
698679.2222,7460881.525,-1.0792,0.02,1.0792,3197
698696.0413,7460882.091,-1.0907,0.02,1.0907,3198
698703.6382,7460872.131,-1.1004,0.02,1.1004,3199
698686.0896,7460873.218,-1.0882,0.02,1.0882,3200
698692.9571,7460864.912,-1.0967,0.02,1.0967,3201
698644,7460895,-1.0443,0.02,1.0443,3202
698632.5,7460881,-1.0506,0.02,1.0506,3203
698657,7460883,-1.0641,0.02,1.0641,3204
698646.75,7460870.25,-1.0693,0.02,1.0693,3205
698621,7460867,-1.061,0.02,1.061,3206
698617.5,7460848,-1.0832,0.02,1.0832,3207
698636.5,7460857.5,-1.0778,0.02,1.0778,3208
698614,7460829,-1.1025,0.02,1.1025,3209
698631.5,7460841.25,-1.0927,0.02,1.0927,3210
698626.5,7460825,-1.1078,0.02,1.1078,3211
698670,7460871,-1.0801,0.02,1.0801,3212
698661,7460859.5,-1.0843,0.02,1.0843,3213
698676.138,7460864.346,-1.0868,0.02,1.0868,3214
698682.276,7460857.692,-1.0936,0.02,1.0936,3215
698669.5088,7460854.121,-1.0907,0.02,1.0907,3216
698678.0177,7460848.742,-1.0963,0.02,1.0963,3217
698652,7460848,-1.0909,0.02,1.0909,3218
698662.8797,7460843.896,-1.0965,0.02,1.0965,3219
698645.5,7460834.5,-1.1012,0.02,1.1012,3220
698639,7460821,-1.1125,0.02,1.1125,3221
698657.3264,7460830.782,-1.1058,0.02,1.1058,3222
698651.7732,7460817.669,-1.116,0.02,1.116,3223
698673.7593,7460839.791,-0.7,0.02,0.7,3224
698669.1529,7460827.064,-0.7,0.02,0.7,3225
698664.5464,7460814.337,-0.7,0.02,0.7,3226
698685.9349,7460821.296,-0.7,0.02,0.7,3227
698682.262,7460810.629,-0.7,0.02,0.7,3228
698689.6077,7460831.965,-0.7,0.02,0.7,3229
698702.7169,7460815.529,-0.7,0.02,0.7,3230
698699.9776,7460806.92,-0.7,0.02,0.7,3231
698705.4561,7460824.138,-0.7,0.02,0.7,3232
698728.5872,7460809.842,-0.7,0.02,0.7,3233
698726.4888,7460800.46,-0.7,0.02,0.7,3234
698730.6857,7460819.225,-0.7,0.02,0.7,3235
698754.4576,7460804.156,-0.7,0.02,0.7,3236
698753,7460794,-0.7,0.02,0.7,3237
698755.9152,7460814.311,-0.7,0.02,0.7,3238
698775.0833,7460799.943,-0.7,0.02,0.7,3239
698776.6667,7460809.386,-0.7,0.02,0.7,3240
698773.5,7460790.5,-0.7,0.02,0.7,3241
698795.7091,7460795.73,-0.7,0.02,0.7,3242
698794,7460787,-0.7,0.02,0.7,3243
698797.4181,7460804.46,-0.7,0.02,0.7,3244
698811.0693,7460792.729,-0.7,0.02,0.7,3245
698809.5,7460783.5,-0.7,0.02,0.7,3246
698812.6387,7460801.959,-0.7,0.02,0.7,3247
698898.5,7460742.75,-0.7,0.02,0.7,3248
698907,7460743,-0.7,0.02,0.7,3249
698905.5,7460734,-0.7,0.02,0.7,3250
698890,7460742.5,-0.7,0.02,0.7,3251
698909,7460735,-0.7,0.02,0.7,3252
698902,7460733,-0.7,0.02,0.7,3253
698900.8235,7460806.653,-0.7,0.02,0.7,3254
698897.5,7460808,-0.7,0.02,0.7,3255
698906,7460813.5,-0.7,0.02,0.7,3256
698904.1471,7460805.306,-0.7,0.02,0.7,3257
698904,7460815,-0.7,0.02,0.7,3258
698908,7460812,-0.7,0.02,0.7,3259
698826.4297,7460789.729,-0.7,0.02,0.7,3260
698825,7460780,-0.7,0.02,0.7,3261
698827.8593,7460799.457,-0.7,0.02,0.7,3262
698845.8417,7460786.183,-0.7,0.02,0.7,3263
698844.5,7460775.5,-0.7,0.02,0.7,3264
698847.1835,7460796.866,-0.7,0.02,0.7,3265
698891.5,7460751.5,-0.7,0.02,0.7,3266
698905,7460751,-0.7,0.02,0.7,3267
698878,7460752,-0.7,0.02,0.7,3268
698887.25,7460759.5,-0.7,0.02,0.7,3269
698903.5,7460757.5,-0.7,0.02,0.7,3270
698871,7460761.5,-0.7,0.02,0.7,3271
698895.6471,7460799.806,-0.7,0.02,0.7,3272
698891,7460801,-0.7,0.02,0.7,3273
698900.2941,7460798.611,-0.7,0.02,0.7,3274
698890.5275,7460795.456,-0.7,0.02,0.7,3275
698878.7539,7460797.638,-0.7,0.02,0.7,3276
698902.3012,7460793.275,-0.7,0.02,0.7,3277
698866.5077,7460794.275,-0.7,0.02,0.7,3278
698864,7460771,-0.7,0.02,0.7,3279
698885.408,7460791.107,-0.7,0.02,0.7,3280
698883,7460767.5,-0.7,0.02,0.7,3281
698865.2539,7460782.638,-0.7,0.02,0.7,3282
698884.204,7460779.304,-0.7,0.02,0.7,3283
698902,7460764,-0.7,0.02,0.7,3284
698904.3083,7460787.939,-0.7,0.02,0.7,3285
698903.1542,7460775.97,-0.7,0.02,0.7,3286
698916.379,7460773.718,-0.7,0.02,0.7,3287
698914.5,7460763.5,-0.7,0.02,0.7,3288
698918.258,7460783.937,-0.7,0.02,0.7,3289
698929.6038,7460771.468,-0.7,0.02,0.7,3290
698927,7460763,-0.7,0.02,0.7,3291
698932.2076,7460779.935,-0.7,0.02,0.7,3292
698945.7987,7460767.633,-0.7,0.02,0.7,3293
698943.5,7460759,-0.7,0.02,0.7,3294
698948.0973,7460776.267,-0.7,0.02,0.7,3295
698961.9935,7460763.799,-0.7,0.02,0.7,3296
698960,7460755,-0.7,0.02,0.7,3297
698963.987,7460772.598,-0.7,0.02,0.7,3298
698980.6091,7460760.131,-0.7,0.02,0.7,3299
698982.2183,7460769.263,-0.7,0.02,0.7,3300
698979,7460751,-0.7,0.02,0.7,3301
698999.2248,7460756.464,-0.7,0.02,0.7,3302
698998,7460747,-0.7,0.02,0.7,3303
699000.4495,7460765.928,-0.7,0.02,0.7,3304
699020.0949,7460751.879,-0.7,0.02,0.7,3305
699021.1897,7460760.759,-0.7,0.02,0.7,3306
699019,7460743,-0.7,0.02,0.7,3307
699040.965,7460747.295,-0.7,0.02,0.7,3308
699040,7460739,-0.7,0.02,0.7,3309
699041.9299,7460755.589,-0.7,0.02,0.7,3310
699061.2469,7460741.652,-0.7,0.02,0.7,3311
699062.9938,7460749.804,-0.7,0.02,0.7,3312
699059.5,7460733.5,-0.7,0.02,0.7,3313
699081.5289,7460736.01,-0.7,0.02,0.7,3314
699079,7460728,-0.7,0.02,0.7,3315
699084.0577,7460744.019,-0.7,0.02,0.7,3316
699096.5415,7460717.941,-0.7,0.02,0.7,3317
699100.5831,7460723.881,-0.7,0.02,0.7,3318
699092.5,7460712,-0.7,0.02,0.7,3319
699111.5542,7460699.872,-0.7,0.02,0.7,3320
699106,7460696,-0.7,0.02,0.7,3321
699117.1084,7460703.743,-0.7,0.02,0.7,3322
699120.731,7460681.328,-0.7,0.02,0.7,3323
699125.9621,7460685.157,-0.7,0.02,0.7,3324
699115.5,7460677.5,-0.7,0.02,0.7,3325
699129.9079,7460662.785,-0.7,0.02,0.7,3326
699134.8157,7460666.57,-0.7,0.02,0.7,3327
699125,7460659,-0.7,0.02,0.7,3328
699140.9756,7460642.75,-0.7,0.02,0.7,3329
699145.6876,7460646.394,-0.7,0.02,0.7,3330
699136.2637,7460639.107,-0.7,0.02,0.7,3331
699152.0434,7460622.715,-0.7,0.02,0.7,3332
699156.5594,7460626.217,-0.7,0.02,0.7,3333
699147.5274,7460619.213,-0.7,0.02,0.7,3334
699161.3375,7460610.986,-0.7,0.02,0.7,3335
699164.9113,7460615.365,-0.7,0.02,0.7,3336
699157.7637,7460606.607,-0.7,0.02,0.7,3337
699170.6316,7460599.257,-0.7,0.02,0.7,3338
699173.2632,7460604.513,-0.7,0.02,0.7,3339
699168,7460594,-0.7,0.02,0.7,3340
699191.726,7460591.365,-0.7,0.02,0.7,3341
699193.1896,7460596.279,-0.7,0.02,0.7,3342
699190.2625,7460586.452,-0.7,0.02,0.7,3343
699212.8205,7460583.474,-0.7,0.02,0.7,3344
699212.525,7460578.903,-0.7,0.02,0.7,3345
699213.116,7460588.044,-0.7,0.02,0.7,3346
699239.9049,7460585.051,-0.7,0.02,0.7,3347
699239.7103,7460589.211,-0.7,0.02,0.7,3348
699240.0997,7460580.891,-0.7,0.02,0.7,3349
699266.9894,7460586.628,-0.7,0.02,0.7,3350
699267.6743,7460582.878,-0.7,0.02,0.7,3351
699266.3045,7460590.378,-0.7,0.02,0.7,3352
699287.7745,7460588.409,-0.7,0.02,0.7,3353
699287.212,7460592.88,-0.7,0.02,0.7,3354
699288.3372,7460583.939,-0.7,0.02,0.7,3355
699308.5597,7460590.191,-0.7,0.02,0.7,3356
699309,7460585,-0.7,0.02,0.7,3357
699308.1194,7460595.381,-0.7,0.02,0.7,3358
699331.2941,7460590.819,-0.7,0.02,0.7,3359
699330.5882,7460596.638,-0.7,0.02,0.7,3360
699332,7460585,-0.7,0.02,0.7,3361
699354.0285,7460591.448,-0.7,0.02,0.7,3362
699355,7460585,-0.7,0.02,0.7,3363
699353.057,7460597.895,-0.7,0.02,0.7,3364
699376.0452,7460592.967,-0.7,0.02,0.7,3365
699375.0905,7460599.434,-0.7,0.02,0.7,3366
699377,7460586.5,-0.7,0.02,0.7,3367
699398.062,7460594.487,-0.7,0.02,0.7,3368
699399,7460588,-0.7,0.02,0.7,3369
699397.124,7460600.973,-0.7,0.02,0.7,3370
699422.7507,7460595.365,-0.7,0.02,0.7,3371
699422.0014,7460601.23,-0.7,0.02,0.7,3372
699423.5,7460589.5,-0.7,0.02,0.7,3373
699447.4394,7460596.243,-0.7,0.02,0.7,3374
699448,7460591,-0.7,0.02,0.7,3375
699446.8787,7460601.486,-0.7,0.02,0.7,3376
699474.7106,7460596.91,-0.7,0.02,0.7,3377
699474.4212,7460601.82,-0.7,0.02,0.7,3378
699475,7460592,-0.7,0.02,0.7,3379
699501.9818,7460597.577,-0.7,0.02,0.7,3380
699502,7460593,-0.7,0.02,0.7,3381
699501.9636,7460602.153,-0.7,0.02,0.7,3382
699533.2033,7460598.994,-0.7,0.02,0.7,3383
699532.9066,7460603.487,-0.7,0.02,0.7,3384
699533.5,7460594.5,-0.7,0.02,0.7,3385
699564.4248,7460600.411,-0.7,0.02,0.7,3386
699565,7460596,-0.7,0.02,0.7,3387
699563.8496,7460604.821,-0.7,0.02,0.7,3388
699589.9191,7460602.135,-0.7,0.02,0.7,3389
699589.3382,7460606.27,-0.7,0.02,0.7,3390
699590.5,7460598,-0.7,0.02,0.7,3391
699615.4134,7460603.859,-0.7,0.02,0.7,3392
699616,7460600,-0.7,0.02,0.7,3393
699614.8268,7460607.718,-0.7,0.02,0.7,3394
699643.5688,7460605.622,-0.7,0.02,0.7,3395
699643.3634,7460609.605,-0.7,0.02,0.7,3396
699643.7743,7460601.64,-0.7,0.02,0.7,3397
699671.7242,7460607.385,-0.7,0.02,0.7,3398
699671.5485,7460603.279,-0.7,0.02,0.7,3399
699671.8999,7460611.491,-0.7,0.02,0.7,3400
699697.8833,7460608.232,-0.7,0.02,0.7,3401
699697.9924,7460612.825,-0.7,0.02,0.7,3402
699697.7743,7460603.64,-0.7,0.02,0.7,3403
699724.0425,7460609.08,-0.7,0.02,0.7,3404
699724,7460604,-0.7,0.02,0.7,3405
699724.0849,7460614.159,-0.7,0.02,0.7,3406
699749.4095,7460612.042,-0.7,0.02,0.7,3407
699749.319,7460617.084,-0.7,0.02,0.7,3408
699749.5,7460607,-0.7,0.02,0.7,3409
699774.7766,7460615.004,-0.7,0.02,0.7,3410
699775,7460610,-0.7,0.02,0.7,3411
699774.5531,7460620.008,-0.7,0.02,0.7,3412
699800.1419,7460617.417,-0.7,0.02,0.7,3413
699799.7838,7460622.334,-0.7,0.02,0.7,3414
699800.5,7460612.5,-0.7,0.02,0.7,3415
699825.5072,7460619.83,-0.7,0.02,0.7,3416
699826,7460615,-0.7,0.02,0.7,3417
699825.0144,7460624.659,-0.7,0.02,0.7,3418
699857.2928,7460626.265,-0.7,0.02,0.7,3419
699856.0856,7460631.029,-0.7,0.02,0.7,3420
699858.5,7460621.5,-0.7,0.02,0.7,3421
699889.0784,7460632.7,-0.7,0.02,0.7,3422
699891,7460628,-0.7,0.02,0.7,3423
699887.1568,7460637.399,-0.7,0.02,0.7,3424
699923.2872,7460639.401,-0.7,0.02,0.7,3425
699921.5745,7460644.302,-0.7,0.02,0.7,3426
699925,7460634.5,-0.7,0.02,0.7,3427
699957.4961,7460646.102,-0.7,0.02,0.7,3428
699959,7460641,-0.7,0.02,0.7,3429
699955.9922,7460651.204,-0.7,0.02,0.7,3430
699986.8023,7460651.41,-0.7,0.02,0.7,3431
699985.1046,7460656.82,-0.7,0.02,0.7,3432
699988.5,7460646,-0.7,0.02,0.7,3433
700016.1085,7460656.718,-0.7,0.02,0.7,3434
700018,7460651,-0.7,0.02,0.7,3435
700014.2169,7460662.436,-0.7,0.02,0.7,3436
700044.2649,7460667.327,-0.7,0.02,0.7,3437
700042.5298,7460672.655,-0.7,0.02,0.7,3438
700046,7460662,-0.7,0.02,0.7,3439
700072.4213,7460677.937,-0.7,0.02,0.7,3440
700074,7460673,-0.7,0.02,0.7,3441
700070.8426,7460682.873,-0.7,0.02,0.7,3442
700085.8903,7460681.116,-0.7,0.02,0.7,3443
700085.2807,7460686.233,-0.7,0.02,0.7,3444
700086.5,7460676,-0.7,0.02,0.7,3445
700099.3594,7460684.296,-0.7,0.02,0.7,3446
700099,7460679,-0.7,0.02,0.7,3447
700099.7187,7460689.592,-0.7,0.02,0.7,3448
700109.862,7460680.757,-0.7,0.02,0.7,3449
700111.3955,7460685.016,-0.7,0.02,0.7,3450
700108.3285,7460676.499,-0.7,0.02,0.7,3451
700120.3647,7460677.219,-0.7,0.02,0.7,3452
700123.0723,7460680.439,-0.7,0.02,0.7,3453
700117.657,7460673.998,-0.7,0.02,0.7,3454
700133.4801,7460652.915,-0.7,0.02,0.7,3455
700138.1317,7460655.331,-0.7,0.02,0.7,3456
700128.8285,7460650.499,-0.7,0.02,0.7,3457
700146.5955,7460628.611,-0.7,0.02,0.7,3458
700153.191,7460630.222,-0.7,0.02,0.7,3459
700140,7460627,-0.7,0.02,0.7,3460
700168.7868,7460598.912,-0.7,0.02,0.7,3461
700175.0736,7460601.325,-0.7,0.02,0.7,3462
700162.5,7460596.5,-0.7,0.02,0.7,3463
700190.9781,7460569.214,-0.7,0.02,0.7,3464
700196.9561,7460572.428,-0.7,0.02,0.7,3465
700185,7460566,-0.7,0.02,0.7,3466
700210.1782,7460541.254,-0.7,0.02,0.7,3467
700216.3564,7460544.008,-0.7,0.02,0.7,3468
700204,7460538.5,-0.7,0.02,0.7,3469
700229.3784,7460513.294,-0.7,0.02,0.7,3470
700235.7567,7460515.587,-0.7,0.02,0.7,3471
700223,7460511,-0.7,0.02,0.7,3472
700246.2831,7460487.545,-0.7,0.02,0.7,3473
700252.5662,7460491.091,-0.7,0.02,0.7,3474
700240,7460484,-0.7,0.02,0.7,3475
701166.9114,7460145.417,0.8,0.02,-0.8,3476
701151.3006,7460155.447,0.8,0.02,-0.8,3477
701174.919,7460156.58,0.8,0.02,-0.8,3478
701182.5222,7460135.388,0.8,0.02,-0.8,3479
701156.3155,7460168.874,0.8,0.02,-0.8,3480
701193.5225,7460144.285,0.8,0.02,-0.8,3481
700263.1879,7460461.797,-0.7,0.02,0.7,3482
700269.3757,7460466.594,-0.7,0.02,0.7,3483
700257,7460457,-0.7,0.02,0.7,3484
700278.5824,7460439.883,-0.7,0.02,0.7,3485
700284.6648,7460444.267,-0.7,0.02,0.7,3486
700272.5,7460435.5,-0.7,0.02,0.7,3487
701376.4021,7459733.019,0.8,0.02,-0.8,3488
701376.5793,7459737.185,0.8,0.02,-0.8,3489
701378.4711,7459732.975,0.8,0.02,-0.8,3490
701376.2249,7459728.853,0.8,0.02,-0.8,3491
701378.7403,7459737.626,0.8,0.02,-0.8,3492
701378.2019,7459728.323,0.8,0.02,-0.8,3493
701158.9038,7460134.255,0.8,0.02,-0.8,3494
701146.2857,7460142.02,0.8,0.02,-0.8,3495
701171.5218,7460126.49,0.8,0.02,-0.8,3496
701151.2151,7460123.71,0.8,0.02,-0.8,3497
701140.4033,7460130.418,0.8,0.02,-0.8,3498
701162.0269,7460117.003,0.8,0.02,-0.8,3499
700947.1346,7460230.845,0.8,0.02,-0.8,3500
700935.337,7460233.314,0.8,0.02,-0.8,3501
700949.6038,7460242.368,0.8,0.02,-0.8,3502
700958.9321,7460228.376,0.8,0.02,-0.8,3503
700934.7883,7460245.386,0.8,0.02,-0.8,3504
700964.4193,7460239.35,0.8,0.02,-0.8,3505
700293.977,7460417.97,-0.7,0.02,0.7,3506
700299.9539,7460421.939,-0.7,0.02,0.7,3507
700288,7460414,-0.7,0.02,0.7,3508
700313.1965,7460394.18,-0.7,0.02,0.7,3509
700319.393,7460398.86,-0.7,0.02,0.7,3510
700307,7460389.5,-0.7,0.02,0.7,3511
701374.3331,7459733.063,0.8,0.02,-0.8,3512
701374.4182,7459736.744,0.8,0.02,-0.8,3513
701374.2479,7459729.382,0.8,0.02,-0.8,3514
