X,Y,Profundidade,Rugosidade,Z,Nó
694402.5,7460282,2.0101,0.02,-2.0101,504
694404.5,7460271.75,2.0032,0.02,-2.0032,505
694391,7460314,2.48,0.15,-2.48,506
694384.5,7460318.5,2.48,0.15,-2.48,507
694387.75,7460316.25,2.48,0.15,-2.48,508
694376,7460304,2.48,0.15,-2.48,509
694367,7460307,2.48,0.15,-2.48,510
694371.5,7460305.5,2.48,0.15,-2.48,511
694418.9416,7459966.738,1.8979,0.02,-1.8979,512
694415.7299,7459945.998,2.4265,0.02,-2.4265,513
694412.5181,7459925.258,3.4408,0.02,-3.4408,514
694403.5968,7459890.847,5.43,0.02,-5.43,515
694394.6756,7459856.436,8.1954,0.02,-8.1954,516
694380.2916,7459820.663,10.5423,0.02,-10.5423,517
694365.9075,7459784.89,12.352,0.02,-12.352,518
694349.2602,7459742.274,13.7381,0.02,-13.7381,519
694332.6129,7459699.657,14.8227,0.02,-14.8227,520
694461,7460212,2.0468,0.02,-2.0468,521
694461,7460189,2.0382,0.02,-2.0382,522
694461,7460200.5,2.0425,0.02,-2.0425,523
694309.4831,7459655.366,15.8298,0.02,-15.8298,524
694286.3533,7459611.075,16.6044,0.02,-16.6044,525
694242.9219,7459507.049,18.0041,0.02,-18.0041,526
694264.6376,7459559.062,17.3263,0.02,-17.3263,527
694416,7460255,1.9588,0.02,-1.9588,528
694418.5,7460242,1.9227,0.02,-1.9227,529
694421,7460229,1.893,0.02,-1.893,530
694442,7460207.5,1.903,0.02,-1.903,531
694422,7460216,1.8627,0.02,-1.8627,532
694423,7460203,1.6969,0.02,-1.6969,533
694388,7460285,2.0092,0.02,-2.0092,534
694392.5,7460276.5,2.0052,0.02,-2.0052,535
694406.5,7460261.5,1.9794,0.02,-1.9794,536
694397,7460268,2.0004,0.02,-2.0004,537
694366.427,7459947.348,1.0465,0.02,-1.0465,538
694363.2153,7459926.608,2.7518,0.02,-2.7518,539
694350.9384,7459895.73,5.5284,0.02,-5.5284,540
694338.6616,7459864.852,8.3243,0.02,-8.3243,541
694322.8061,7459833.801,10.8937,0.02,-10.8937,542
694306.9505,7459802.749,12.5463,0.02,-12.5463,543
694287.196,7459762.982,14.0005,0.02,-14.0005,544
694267.4414,7459723.215,14.9939,0.02,-14.9939,545
694240.6386,7459683.76,15.7179,0.02,-15.7179,546
694213.8359,7459644.306,16.3891,0.02,-16.3891,547
694437.5,7460181,1.6325,0.02,-1.6325,548
694439.75,7460194.25,1.7786,0.02,-1.7786,549
694418.5,7460188,1.4179,0.02,-1.4179,550
694153.1525,7459552.402,17.5694,0.02,-17.5694,551
694183.4942,7459598.354,17.0262,0.02,-17.0262,552
694393.25,7460259.75,1.9749,0.02,-1.9749,553
694401.25,7460239,1.9062,0.02,-1.9062,554
694387.5,7460268,2.0001,0.02,-2.0001,555
694403.5,7460226.5,1.8638,0.02,-1.8638,556
694399,7460251.5,1.9476,0.02,-1.9476,557
694404.5,7460214.25,1.815,0.02,-1.815,558
694405.5,7460202,1.599,0.02,-1.599,559
694403.75,7460188.75,1.3695,0.02,-1.3695,560
694378.5,7460286,2.0078,0.02,-2.0078,561
694383,7460277,2.0043,0.02,-2.0043,562
694361.5,7460298,2.48,0.15,-2.48,563
694372.5,7460295.5,2.48,0.15,-2.48,564
694367,7460296.75,2.48,0.15,-2.48,565
694362.5,7460288,2.48,0.02,-2.48,566
694356,7460289,2.48,0.02,-2.48,567
694369,7460287,2.48,0.02,-2.48,568
694313.9125,7459927.958,1.968,0.02,-1.968,569
694298.2801,7459900.613,5.4475,0.02,-5.4475,570
694282.6476,7459873.267,8.4924,0.02,-8.4924,571
694265.3206,7459846.938,11.1432,0.02,-11.1432,572
694247.9935,7459820.608,12.5917,0.02,-12.5917,573
694225.1317,7459783.691,14.1146,0.02,-14.1146,574
694202.2698,7459746.773,15.0677,0.02,-15.0677,575
694171.7942,7459712.154,15.663,0.02,-15.663,576
694141.3185,7459677.536,16.1084,0.02,-16.1084,577
694414,7460173,1.0897,0.02,-1.0897,578
694063.383,7459597.755,17.1517,0.02,-17.1517,579
694102.3508,7459637.646,16.7006,0.02,-16.7006,580
694384,7460236,1.9051,0.02,-1.9051,581
694380,7460258,1.9712,0.02,-1.9712,582
694378,7460268,1.9998,0.02,-1.9998,583
694382,7460248,1.9415,0.02,-1.9415,584
694386,7460224,1.8679,0.02,-1.8679,585
694387,7460212.5,1.8008,0.02,-1.8008,586
694388,7460201,1.6049,0.02,-1.6049,587
694389,7460189.5,1.4082,0.02,-1.4082,588
694402,7460175.5,1.1416,0.02,-1.1416,589
694390,7460178,1.2108,0.02,-1.2108,590
694373.5,7460277.5,2.0034,0.02,-2.0034,591
694364.25,7460277.75,2.0023,0.02,-2.0023,592
694366,7460267.5,1.9986,0.02,-1.9986,593
694355,7460278,2.0012,0.02,-2.0012,594
694346.5,7460287.5,2.0013,0.02,-2.0013,595
694345.5,7460276.75,1.9998,0.02,-1.9998,596
694282.5917,7459967.661,-0.4277,0.02,0.4277,597
694247.1436,7459923.362,4.3563,0.02,-4.3563,598
694265.4556,7459947.954,0.7366,0.02,-0.7366,599
694228.8318,7459898.769,7.6992,0.02,-7.6992,600
694208.422,7459873.467,10.2008,0.02,-10.2008,601
694188.0123,7459848.164,12.4037,0.02,-12.4037,602
694164.8351,7459817.277,13.6441,0.02,-13.6441,603
694141.658,7459786.389,14.5886,0.02,-14.5886,604
694109.6296,7459754.78,15.2649,0.02,-15.2649,605
694077.6011,7459723.172,15.7963,0.02,-15.7963,606
694000.7474,7459652.283,16.519,0.02,-16.519,607
694039.1742,7459687.728,16.1312,0.02,-16.1312,608
694395.5,7460159.5,0.9098,0.02,-0.9098,609
694386,7460166,1.0167,0.02,-1.0167,610
694376.5,7460172.5,1.1485,0.02,-1.1485,611
694367.75,7460234.5,1.9093,0.02,-1.9093,612
694367,7460247.5,1.9447,0.02,-1.9447,613
694368.5,7460221.5,1.8735,0.02,-1.8735,614
694366.5,7460257.5,1.9717,0.02,-1.9717,615
694370.25,7460209.25,1.7635,0.02,-1.7635,616
694372,7460197,1.5608,0.02,-1.5608,617
694374.25,7460184.75,1.3556,0.02,-1.3556,618
694354,7460267,1.997,0.02,-1.997,619
694337,7460286,1.9992,0.02,-1.9992,620
694336,7460275.5,1.9987,0.02,-1.9987,621
694344.5,7460266,1.9946,0.02,-1.9946,622
694335,7460265,1.9924,0.02,-1.9924,623
694234.1348,7459987.657,0.9849,0.02,-0.9849,624
694196.0073,7459946.111,3.9801,0.02,-3.9801,625
694251.2709,7460007.364,0.1589,0.02,-0.1589,626
694216.9986,7459967.95,2.1497,0.02,-2.1497,627
694175.0159,7459924.271,6.9556,0.02,-6.9556,628
694151.5235,7459899.996,9.7453,0.02,-9.7453,629
694128.031,7459875.72,11.5818,0.02,-11.5818,630
694104.5386,7459850.863,12.9728,0.02,-12.9728,631
694081.0462,7459826.005,13.8443,0.02,-13.8443,632
694047.4649,7459797.406,14.5908,0.02,-14.5908,633
694013.8837,7459768.807,15.1221,0.02,-15.1221,634
693938.1117,7459706.812,15.9795,0.02,-15.9795,635
693975.9977,7459737.81,15.625,0.02,-15.625,636
694377,7460146,0.8497,0.02,-0.8497,637
694370,7460156.5,0.9415,0.02,-0.9415,638
694363,7460167,1.0914,0.02,-1.0914,639
694351.5,7460233,1.9142,0.02,-1.9142,640
694352,7460247,1.9482,0.02,-1.9482,641
694351,7460219,1.8806,0.02,-1.8806,642
694353,7460257,1.9724,0.02,-1.9724,643
694353.5,7460206,1.7299,0.02,-1.7299,644
694356,7460193,1.521,0.02,-1.521,645
694359.5,7460180,1.3078,0.02,-1.3078,646
694339.5,7460256.75,1.9739,0.02,-1.9739,647
694326,7460256.5,1.9755,0.02,-1.9755,648
694334.5,7460247.5,1.9548,0.02,-1.9548,649
694325,7460285,1.9968,0.02,-1.9968,650
694325.5,7460270.75,1.998,0.02,-1.998,651
694213.4987,7460009.455,1.2729,0.02,-1.2729,652
694233.5305,7460026.625,0.8589,0.02,-0.8589,653
694193.4668,7459992.287,2.1851,0.02,-2.1851,654
694167.1617,7459973.181,4.1531,0.02,-4.1531,655
694140.8566,7459954.075,6.3571,0.02,-6.3571,656
694268.0832,7460032.373,-0.0298,0.02,0.0298,657
694253.3422,7460045.767,0.5197,0.02,-0.5197,658
694284.8955,7460057.382,-0.1621,0.02,0.1621,659
694273.1539,7460064.911,0.2346,0.02,-0.2346,660
694112.6875,7459935.54,8.8588,0.02,-8.8588,661
694084.5184,7459917.004,10.8907,0.02,-10.8907,662
694056.1476,7459897.422,12.0049,0.02,-12.0049,663
694027.7767,7459877.839,12.7229,0.02,-12.7229,664
693995.0338,7459855.821,13.438,0.02,-13.438,665
693962.2909,7459833.803,14.0205,0.02,-14.0205,666
693880.0714,7459781.884,15.1485,0.02,-15.1485,667
693921.1812,7459807.843,14.642,0.02,-14.642,668
694363,7460135.5,0.7406,0.02,-0.7406,669
694355.5,7460148.25,0.8717,0.02,-0.8717,670
694348,7460161,1.0378,0.02,-1.0378,671
694343.25,7460175,1.2643,0.02,-1.2643,672
694338.5,7460189,1.4883,0.02,-1.4883,673
694333.75,7460232.5,1.923,0.02,-1.923,674
694333,7460217.5,1.8916,0.02,-1.8916,675
694335.75,7460203.25,1.709,0.02,-1.709,676
694314.4478,7460074.191,-0.2504,0.02,0.2504,677
694296.8269,7460079.705,-0.2029,0.02,0.2029,678
694344,7460091,0.1741,0.02,-0.1741,679
694320.5,7460094.5,0.0205,0.02,-0.0205,680
694346.5,7460108,0.3468,0.02,-0.3468,681
694326.75,7460109.25,0.2239,0.02,-0.2239,682
694317,7460248,1.9612,0.02,-1.9612,683
694313,7460284,1.9946,0.02,-1.9946,684
694315,7460266,1.9946,0.02,-1.9946,685
694192.8626,7460031.255,2.0173,0.02,-2.0173,686
694215.7901,7460045.886,1.5118,0.02,-1.5118,687
694169.935,7460016.623,2.8615,0.02,-2.8615,688
694138.3162,7460000.251,4.3637,0.02,-4.3637,689
694106.6973,7459983.879,6.6635,0.02,-6.6635,690
694238.6012,7460059.163,1.0539,0.02,-1.0539,691
694261.4123,7460072.439,0.6355,0.02,-0.6355,692
694073.8516,7459971.084,8.9097,0.02,-8.9097,693
694041.0059,7459958.289,10.0826,0.02,-10.0826,694
694007.7565,7459943.981,11.0001,0.02,-11.0001,695
693974.5072,7459929.674,11.739,0.02,-11.739,696
693942.6027,7459914.236,12.4878,0.02,-12.4878,697
693910.6981,7459898.798,13.1436,0.02,-13.1436,698
693822.0312,7459856.955,14.3256,0.02,-14.3256,699
693866.3646,7459877.877,13.8799,0.02,-13.8799,700
694341,7460140,0.7581,0.02,-0.7581,701
694349,7460125,0.5777,0.02,-0.5777,702
694333,7460155,0.9824,0.02,-0.9824,703
694327,7460170,1.2265,0.02,-1.2265,704
694321,7460185,1.4605,0.02,-1.4605,705
694316,7460232,1.9321,0.02,-1.9321,706
694315,7460216,1.9036,0.02,-1.9036,707
694318,7460200.5,1.6914,0.02,-1.6914,708
694279.2062,7460085.22,0.3288,0.02,-0.3288,709
694297,7460098,0.0109,0.02,-0.0109,710
694307,7460110.5,0.113,0.02,-0.113,711
694333,7460124,0.4977,0.02,-0.4977,712
694317,7460123,0.4118,0.02,-0.4118,713
694296,7460281.5,1.9841,0.02,-1.9841,714
694296.25,7460264,1.9967,0.02,-1.9967,715
694296,7460230,1.9583,0.02,-1.9583,716
694296.5,7460246.5,1.9757,0.02,-1.9757,717
694295.5,7460213.5,1.9272,0.02,-1.9272,718
694174.4063,7460056.033,2.8526,0.02,-2.8526,719
694198.5565,7460067.175,2.2019,0.02,-2.2019,720
694150.2561,7460044.891,3.7741,0.02,-3.7741,721
694221.1313,7460077.697,1.7604,0.02,-1.7604,722
694243.7062,7460088.22,1.3071,0.02,-1.3071,723
694120.4977,7460030.907,5.0078,0.02,-5.0078,724
694090.7394,7460016.923,6.3472,0.02,-6.3472,725
694057.2657,7460006.459,7.6255,0.02,-7.6255,726
694023.792,7459995.995,8.8913,0.02,-8.8913,727
694262.9758,7460100.356,0.9513,0.02,-0.9513,728
694282.2454,7460112.493,0.6013,0.02,-0.6013,729
693991.4724,7459984.478,10.0789,0.02,-10.0789,730
693959.1528,7459972.961,11.0063,0.02,-11.0063,731
693923.8714,7459960.751,11.8283,0.02,-11.8283,732
693888.59,7459948.541,12.5822,0.02,-12.5822,733
693792.2638,7459915.956,13.8667,0.02,-13.8667,734
693840.4269,7459932.248,13.4181,0.02,-13.4181,735
694324,7460137.5,0.6931,0.02,-0.6931,736
694315,7460151,0.933,0.02,-0.933,737
694307,7460135,0.6126,0.02,-0.6126,738
694308.5,7460166,1.2143,0.02,-1.2143,739
694302,7460181,1.4405,0.02,-1.4405,740
694298.75,7460197.25,1.6872,0.02,-1.6872,741
694294.6227,7460123.746,0.5031,0.02,-0.5031,742
694279,7460279,1.9642,0.02,-1.9642,743
694277.5,7460262,2.0189,0.02,-2.0189,744
694276,7460228,2.0445,0.02,-2.0445,745
694276,7460245,2.0327,0.02,-2.0327,746
694276,7460211,2.0159,0.02,-2.0159,747
694155.95,7460080.811,3.8723,0.02,-3.8723,748
694181.3229,7460088.463,3.0379,0.02,-3.0379,749
694130.5771,7460073.159,4.737,0.02,-4.737,750
694203.6615,7460096.232,2.4829,0.02,-2.4829,751
694226,7460104,1.9926,0.02,-1.9926,752
694102.6793,7460061.563,5.6973,0.02,-5.6973,753
694074.7815,7460049.966,6.7728,0.02,-6.7728,754
694040.6799,7460041.834,7.8913,0.02,-7.8913,755
694006.5782,7460033.702,8.9881,0.02,-8.9881,756
694246.7454,7460115.493,1.552,0.02,-1.552,757
694267.4907,7460126.985,1.1787,0.02,-1.1787,758
693975.1883,7460024.975,9.9832,0.02,-9.9832,759
693943.7984,7460016.249,10.761,0.02,-10.761,760
693905.1402,7460007.266,11.5996,0.02,-11.5996,761
693866.4819,7459998.283,12.4756,0.02,-12.4756,762
693762.4964,7459974.957,13.5107,0.02,-13.5107,763
693814.4891,7459986.62,13.1004,0.02,-13.1004,764
694297,7460147,0.9256,0.02,-0.9256,765
694290,7460162,1.3294,0.02,-1.3294,766
694283,7460177,1.5938,0.02,-1.5938,767
694279.5,7460194,1.8142,0.02,-1.8142,768
694282.2454,7460136.993,1.0158,0.02,-1.0158,769
694262,7460278.5,1.945,0.02,-1.945,770
694259,7460261.5,2.0442,0.02,-2.0442,771
694256,7460244.5,2.0913,0.02,-2.0913,772
694255.75,7460226,2.1391,0.02,-2.1391,773
694255.5,7460207.5,2.1196,0.02,-2.1196,774
694259.25,7460189,1.9572,0.02,-1.9572,775
694263,7460170.5,1.7731,0.02,-1.7731,776
694144.0569,7460107.978,4.6165,0.02,-4.6165,777
694169.1581,7460114.82,3.7145,0.02,-3.7145,778
694118.9558,7460101.137,5.4324,0.02,-5.4324,779
694190.329,7460120.66,2.9526,0.02,-2.9526,780
694211.5,7460126.5,2.4398,0.02,-2.4398,781
694090.2125,7460093.171,6.3986,0.02,-6.3986,782
694061.4691,7460085.205,7.2902,0.02,-7.2902,783
694233.3727,7460135.996,1.991,0.02,-1.991,784
694255.2454,7460145.493,1.6445,0.02,-1.6445,785
694029.1054,7460078.716,8.2252,0.02,-8.2252,786
693996.7417,7460072.228,9.1903,0.02,-9.1903,787
693964.7027,7460064.519,10.1781,0.02,-10.1781,788
693932.6637,7460056.811,10.7995,0.02,-10.7995,789
694272.6227,7460153.746,1.4524,0.02,-1.4524,790
693891.0432,7460049.475,11.6182,0.02,-11.6182,791
693849.4228,7460042.138,12.4378,0.02,-12.4378,792
693744.3954,7460021.704,13.338,0.02,-13.338,793
693796.9091,7460031.921,12.9092,0.02,-12.9092,794
693726.2944,7460068.451,13.095,0.02,-13.095,795
693779.3291,7460077.222,12.7419,0.02,-12.7419,796
693713.3933,7460136.849,12.5879,0.02,-12.5879,797
693765.9901,7460142.419,12.5511,0.02,-12.5511,798
693700.4922,7460205.246,12.1642,0.02,-12.1642,799
693752.6512,7460207.615,12.3156,0.02,-12.3156,800
693701.8469,7460296.204,9.5171,0.02,-9.5171,801
693752.8981,7460283.661,10.0188,0.02,-10.0188,802
693703.2017,7460387.162,3.1174,0.02,-3.1174,803
693753.1449,7460359.707,3.6568,0.02,-3.6568,804
693757.4501,7460387.261,1.3972,0.02,-1.3972,805
694245,7460278,1.929,0.02,-1.929,806
694240.5,7460261,2.0713,0.02,-2.0713,807
694236,7460244,2.1517,0.02,-2.1517,808
694235.5,7460224,2.2412,0.02,-2.2412,809
694235,7460204,2.2459,0.02,-2.2459,810
694239,7460184,2.1321,0.02,-2.1321,811
694243,7460164,1.9932,0.02,-1.9932,812
694132.1638,7460135.146,4.9352,0.02,-4.9352,813
694156.9932,7460141.177,4.0125,0.02,-4.0125,814
694107.3345,7460129.114,5.8464,0.02,-5.8464,815
694176.9966,7460145.089,3.2662,0.02,-3.2662,816
694197,7460149,2.6762,0.02,-2.6762,817
694077.7456,7460124.779,6.912,0.02,-6.912,818
694048.1568,7460120.444,7.7711,0.02,-7.7711,819
694220,7460156.5,2.2949,0.02,-2.2949,820
694017.531,7460115.599,8.6332,0.02,-8.6332,821
693986.9053,7460110.754,9.4767,0.02,-9.4767,822
693954.2171,7460104.064,10.2982,0.02,-10.2982,823
693921.5289,7460097.373,10.9311,0.02,-10.9311,824
693876.9463,7460091.683,11.784,0.02,-11.784,825
693832.3637,7460085.993,12.3747,0.02,-12.3747,826
693818.587,7460147.989,12.3764,0.02,-12.3764,827
693804.8102,7460209.984,12.229,0.02,-12.229,828
693803.9492,7460271.118,11.0697,0.02,-11.0697,829
693803.0881,7460332.252,7.4898,0.02,-7.4898,830
693811.6986,7460387.359,2.2971,0.02,-2.2971,831
693807.3934,7460359.806,4.4964,0.02,-4.4964,832
694232.5,7460286,1.8076,0.02,-1.8076,833
694223.75,7460266.25,2.066,0.02,-2.066,834
694215,7460246.5,2.198,0.02,-2.198,835
694213.25,7460224,2.3477,0.02,-2.3477,836
694211.5,7460201.5,2.4182,0.02,-2.4182,837
694215.75,7460179,2.3725,0.02,-2.3725,838
694192.5,7460174,2.6493,0.02,-2.6493,839
694124.8541,7460167.047,5.0419,0.02,-5.0419,840
694151.9245,7460170.069,4.0334,0.02,-4.0334,841
694097.7838,7460164.026,6.0689,0.02,-6.0689,842
694172.2122,7460172.034,3.2913,0.02,-3.2913,843
694068.3027,7460163.95,7.1082,0.02,-7.1082,844
694038.8216,7460163.874,8.0292,0.02,-8.0292,845
694007.0331,7460162.446,9.0358,0.02,-9.0358,846
693975.2446,7460161.018,10.0258,0.02,-10.0258,847
693942.4559,7460157.672,10.7233,0.02,-10.7233,848
693909.6671,7460154.327,11.2737,0.02,-11.2737,849
693864.127,7460151.158,12.0543,0.02,-12.0543,850
693851.3077,7460210.633,12.1636,0.02,-12.1636,851
693849.9563,7460267.655,11.5438,0.02,-11.5438,852
693848.6049,7460324.676,9.0008,0.02,-9.0008,853
693857.0697,7460387.118,2.9797,0.02,-2.9797,854
693852.8373,7460355.897,5.6125,0.02,-5.6125,855
694207,7460271.5,2.0031,0.02,-2.0031,856
694220,7460294,1.6481,0.02,-1.6481,857
694194,7460249,2.2348,0.02,-2.2348,858
694191,7460224,2.4543,0.02,-2.4543,859
694188,7460199,2.6247,0.02,-2.6247,860
694117.5444,7460198.949,4.9351,0.02,-4.9351,861
694146.8558,7460198.96,3.9739,0.02,-3.9739,862
694088.233,7460198.938,5.8964,0.02,-5.8964,863
694167.4279,7460198.98,3.2992,0.02,-3.2992,864
694058.8597,7460203.121,6.8225,0.02,-6.8225,865
694029.4864,7460207.304,7.7867,0.02,-7.7867,866
693996.5352,7460209.292,8.919,0.02,-8.919,867
693963.584,7460211.281,10.0534,0.02,-10.0534,868
693930.6946,7460211.281,10.6741,0.02,-10.6741,869
693897.8052,7460211.281,11.2948,0.02,-11.2948,870
693895.9634,7460264.191,10.6626,0.02,-10.6626,871
693894.1216,7460317.1,8.4035,0.02,-8.4035,872
693902.4408,7460386.876,2.9886,0.02,-2.9886,873
693898.2812,7460351.988,5.4384,0.02,-5.4384,874
694185.1628,7460281.822,1.8594,0.02,-1.8594,875
694170.9348,7460255.913,2.6348,0.02,-2.6348,876
694199.3909,7460307.731,1.2912,0.02,-1.2912,877
694249.2942,7460324.716,1.4859,0.02,-1.4859,878
694234.6471,7460309.358,1.5111,0.02,-1.5111,879
694235.1917,7460334.48,1.2965,0.02,-1.2965,880
694217.2913,7460321.105,1.1987,0.02,-1.1987,881
694169.1813,7460227.447,3.0042,0.02,-3.0042,882
694147.3627,7460230.893,3.592,0.02,-3.592,883
694118.9009,7460234.494,4.3436,0.02,-4.3436,884
694090.4391,7460238.095,5.0665,0.02,-5.0665,885
694062.5561,7460244.246,5.8278,0.02,-5.8278,886
694034.6732,7460250.396,6.7485,0.02,-6.7485,887
694000.6948,7460255.114,7.957,0.02,-7.957,888
693966.7163,7460259.832,9.189,0.02,-9.189,889
693931.3399,7460262.011,9.9455,0.02,-9.9455,890
693931.9851,7460312.742,7.5385,0.02,-7.5385,891
693943.0336,7460390.624,2.8445,0.02,-2.8445,892
693937.5094,7460351.683,4.9395,0.02,-4.9395,893
694163.3256,7460292.144,2.1176,0.02,-2.1176,894
694147.8695,7460262.826,3.1171,0.02,-3.1171,895
694178.7817,7460321.462,1.1284,0.02,-1.1284,896
694199.9355,7460332.853,0.9228,0.02,-0.9228,897
694221.0892,7460344.243,1.0725,0.02,-1.0725,898
694120.2573,7460270.039,3.6388,0.02,-3.6388,899
694092.6451,7460277.252,4.09,0.02,-4.09,900
694066.2525,7460285.37,4.5917,0.02,-4.5917,901
694039.86,7460293.489,5.215,0.02,-5.215,902
694004.8543,7460300.936,6.029,0.02,-6.029,903
693969.8487,7460308.383,6.7125,0.02,-6.7125,904
693983.6264,7460394.372,2.6078,0.02,-2.6078,905
693976.7376,7460351.378,4.3817,0.02,-4.3817,906
694137.2892,7460304.008,2.4028,0.02,-2.4028,907
694154.3212,7460337.977,1.4079,0.02,-1.4079,908
694111.2529,7460315.872,2.653,0.02,-2.653,909
694176.5859,7460351.958,0.8106,0.02,-0.8106,910
694198.8507,7460365.939,0.5875,0.02,-0.5875,911
694260.1422,7460367.024,1.5041,0.02,-1.5041,912
694240.6157,7460355.634,1.2604,0.02,-1.2604,913
694245.3432,7460385.638,1.3031,0.02,-1.3031,914
694222.0969,7460375.788,0.8981,0.02,-0.8981,915
694230.5441,7460404.252,1.2269,0.02,-1.2269,916
694203.5781,7460395.944,0.8466,0.02,-0.8466,917
694086.7157,7460333.972,2.7893,0.02,-2.7893,918
694062.1787,7460352.072,2.8928,0.02,-2.8928,919
694034.0619,7460402.514,2.1532,0.02,-2.1532,920
694019.4581,7460351.725,3.6329,0.02,-3.6329,921
694212.4107,7460442.96,1.2782,0.02,-1.2782,922
694221.4774,7460423.606,1.2976,0.02,-1.2976,923
694183.1209,7460435.367,1.1552,0.02,-1.1552,924
694193.3495,7460415.655,0.9935,0.02,-0.9935,925
694129.8606,7460354.492,1.6313,0.02,-1.6313,926
694153.2364,7460371.064,0.9815,0.02,-0.9815,927
694176.6121,7460387.635,0.7149,0.02,-0.7149,928
694107.179,7460382.574,1.6975,0.02,-1.6975,929
694084.4973,7460410.655,1.8298,0.02,-1.8298,930
694153.8311,7460427.773,1.312,0.02,-1.312,931
694165.2216,7460407.704,1.0663,0.02,-1.0663,932
694136.2003,7460395.139,1.3051,0.02,-1.3051,933
694119.1642,7460419.214,1.5131,0.02,-1.5131,934
695049.75,7460609.5,-0.804,0.02,0.804,935
695050.5,7460601,-1.1019,0.02,1.1019,936
695041,7460607.5,-1.1049,0.02,1.1049,937
695049,7460618,-1.1062,0.02,1.1062,938
695041,7460601,-1.1031,0.02,1.1031,939
695041,7460614,-1.1067,0.02,1.1067,940
695062.5,7460628,-1.1052,0.02,1.1052,941
695057,7460622,-1.1054,0.02,1.1054,942
695058.5,7460611.5,-0.8029,0.02,0.8029,943
695065.5,7460623,-0.8036,0.02,0.8036,944
695068.25,7460614.5,-0.8017,0.02,0.8017,945
695060,7460601,-1.1006,0.02,1.1006,946
695071,7460606,-0.7999,0.02,0.7999,947
695075.5,7460599.75,-0.7985,0.02,0.7985,948
695080,7460593.5,-1.0973,0.02,1.0973,949
695062.5,7460595,-1.0992,0.02,1.0992,950
695065,7460589,-1.0979,0.02,1.0979,951
695071,7460629,-0.8032,0.02,0.8032,952
695068,7460634,-1.1048,0.02,1.1048,953
695079.75,7460634.25,-0.8016,0.02,0.8016,954
695076,7460639.5,-1.1071,0.02,1.1071,955
695074,7460624,-0.8018,0.02,0.8018,956
695083.5,7460629,-0.8001,0.02,0.8001,957
695078,7460617.5,-0.8002,0.02,0.8002,958
695087.5,7460622.5,-0.8022,0.02,0.8022,959
695112,7460598,-1.144,0.02,1.144,960
695101,7460595,-1.1197,0.02,1.1197,961
695107,7460592,-1.124,0.02,1.124,962
695082,7460611,-0.7987,0.02,0.7987,963
695095,7460598,-1.1125,0.02,1.1125,964
695088.5,7460604.5,-0.802,0.02,0.802,965
695091.5,7460616,-0.8147,0.02,0.8147,966
695106,7460601,-0.838,0.02,0.838,967
695098.75,7460608.5,-0.8309,0.02,0.8309,968
695088.5,7460639.5,-0.8141,0.02,0.8141,969
695084,7460645,-1.1494,0.02,1.1494,970
695096.75,7460644,-0.8917,0.02,0.8917,971
695092.5,7460649,-1.2099,0.02,1.2099,972
695093,7460634,-0.8308,0.02,0.8308,973
695097,7460627.5,-0.8441,0.02,0.8441,974
695101,7460639,-0.8763,0.02,0.8763,975
695105,7460632.5,-0.8869,0.02,0.8869,976
695101,7460621,-0.8531,0.02,0.8531,977
695117,7460604,-1.169,0.02,1.169,978
